Question,Answer
"Who said the quote: 'Hey! What're you watching? (looks at TV) Only You? That's another Marisa Tomei movie, and you've seen that one too. (jokingly) What, d'you have a thing for her?'?",Susan Ross
Who said the quote: 'What are you talking about?'?,Susan Ross
Who said the quote: 'Impeachment?'?,Helen Seinfeld
Who said the quote: 'That's right. Have you ever heard of anything like that?'?,Morty Seinfeld
Who said the quote: 'Can they do that?'?,Helen Seinfeld
Who said the quote: 'If they get the votes.'?,Morty Seinfeld
Who said the quote: 'I told you we shouldn't have let him give us the car.'?,Helen Seinfeld
Who said the quote: 'It doesn't make a difference. They think we're in cahoots.'?,Morty Seinfeld
Who said the quote: 'No-one's ever been impeached before. I couldn't live here. We'd have to move to Boca.'?,Morty Seinfeld
Who said the quote: 'What'd he say?'?,Helen Seinfeld
Who said the quote: 'I did so thank him!'?,Morty Seinfeld
"Who said the quote: '(admonishing) No, he never heard you. (prods Morty's back) I told you he didn't hear you.'?",Helen Seinfeld
"Who said the quote: 'Ah, he's deaf anyway.'?",Morty Seinfeld
Who said the quote: 'Who's that?'?,Morty Seinfeld
"Who said the quote: 'Oh, that one. She's been a member of the board longer than anybody. She's very tough to deal with.'?",Morty Seinfeld
"Who said the quote: 'Maybe we should have her over for coffee, and explain our side of it?'?",Helen Seinfeld
Who said the quote: 'That's a good idea.'?,Morty Seinfeld
Who said the quote: '(surprise) The Lichtenberg's?'?,Helen Seinfeld
Who said the quote: 'We weren't invited.'?,Helen Seinfeld
Who said the quote: 'What're you doing? Are you making coffee?'?,Morty Seinfeld
Who said the quote: 'Yeah.'?,Helen Seinfeld
"Who said the quote: 'Well, maybe you better make a pot of tea, too.'?",Morty Seinfeld
"Who said the quote: 'Morty, you're driving me crazy.'?",Helen Seinfeld
"Who said the quote: 'Look, I don't want anything to go wrong. If this woman votes to impeach me, I'll be a laughing stock.'?",Morty Seinfeld
Who said the quote: 'You wanna drive a Cadillac? Expect to pay the consequences.'?,Helen Seinfeld
Who said the quote: 'There she is.'?,Morty Seinfeld
"Who said the quote: 'Hello. Hello, Mrs Choate.'?",Morty Seinfeld
"Who said the quote: 'Oh, come in, come in. May I take your coat.'?",Helen Seinfeld
"Who said the quote: 'Ah, how 'bout a cup of coffee or something?'?",Helen Seinfeld
Who said the quote: 'I'll see. (indicating the couch) Have a seat. That's a lovely scarf you're wearing. Where did you get it?'?,Helen Seinfeld
"Who said the quote: 'Oh, hi Jerry. Mrs Choate, (indicating) this is my son, Jerry.'?",Helen Seinfeld
"Who said the quote: '(holding Jerry's shoulders) Jerry lives in New York. You just came from New York, didn't you?'?",Morty Seinfeld
"Who said the quote: '(sympathy) Oh, that's terrible. They stole a rye? Why would they steal a rye?'?",Helen Seinfeld
Who said the quote: 'That's what the city's turning into. They'll steal anything.'?,Morty Seinfeld
Who said the quote: 'Maybe you've seen him on television.'?,Helen Seinfeld
Who said the quote: 'Jerry's a comedian.'?,Morty Seinfeld
"Who said the quote: 'Jerry, don't go.'?",Morty Seinfeld
"Who said the quote: 'Hey, where're you going?'?",Susan Ross
Who said the quote: 'Elaine? What for?'?,Susan Ross
Who said the quote: 'I didn't even know she was dating anyone.'?,Susan Ross
Who said the quote: 'So what does he do?'?,Susan Ross
Who said the quote: 'What kind of problems are they having?'?,Susan Ross
Who said the quote: 'Are you having an affair with Elaine?'?,Susan Ross
Who said the quote: 'Huh?'?,Susan Ross
"Who said the quote: 'Alright, are you ready to eat?'?",Morty Seinfeld
"Who said the quote: '(glancing at her watch) Oh, right, let's go. Jerry, let's go, it's time to eat. We're going to dinner.'?",Helen Seinfeld
Who said the quote: '(pulling on a coat) It's four-thirty.'?,Helen Seinfeld
"Who said the quote: 'By the time we sit down, it'll be quarter to five.'?",Morty Seinfeld
Who said the quote: 'We gotta catch the early-bird. It's only between four-thirty and six.'?,Helen Seinfeld
"Who said the quote: 'Yeah. They give you a tenderloin, a salad and a baked potato, for four-ninety-five. You know what that cost you after six?'?",Morty Seinfeld
Who said the quote: 'You're not buying us dinner.'?,Helen Seinfeld
"Who said the quote: 'Alright, (sitting on the couch) we'll wait. (pointedly) But it's unheard of.'?",Helen Seinfeld
Who said the quote: 'Where you gonna get a better meal than that?'?,Jack Klompus
Who said the quote: 'Danny's? (scoffs) C'mon!'?,Jack Klompus
Who said the quote: 'Hello Jack.'?,Morty Seinfeld
Who said the quote: 'Doris.'?,Helen Seinfeld
"Who said the quote: 'Hello Morty. (looking at watch) Well, missed the early bird.'?",Jack Klompus
"Who said the quote: 'Yeah, so?'?",Morty Seinfeld
Who said the quote: '(pointed) Must be nice to have that kind of money.'?,Jack Klompus
"Who said the quote: 'Bernie, look who's eating at six o'clock. (pointed) Your suddenly well-to-do president. But, you enjoy your last meal in office. Tomorrow, they kick you out, you'll have plenty of time to drive around in your Cadillac.'?",Jack Klompus
Who said the quote: 'They're not kicking me out. You don't have the votes.'?,Morty Seinfeld
Who said the quote: 'That's what you think.'?,Jack Klompus
Who said the quote: 'We'll see.'?,Morty Seinfeld
"Who said the quote: 'Yes, we will.'?",Jack Klompus
Who said the quote: 'Hi.'?,Susan Ross
"Who said the quote: '(standing) Uh, Elaine, I have to ask you a question.'?",Susan Ross
Who said the quote: '(dead serious) Are you having an affair with George?'?,Susan Ross
"Who said the quote: 'Ohh, because he said that he had to talk with you earlier about some problem that you were having.'?",Susan Ross
Who said the quote: 'Art Vandelay?'?,Susan Ross
Who said the quote: 'I'm sorry. (laughing it off) I feel like an idiot.'?,Susan Ross
"Who said the quote: 'Oh, just forget that we ever talked. Okay?'?",Susan Ross
Who said the quote: 'Alright.'?,Susan Ross
"Who said the quote: 'So, was George helpful at all?'?",Susan Ross
Who said the quote: '(not convinced) Yeah.'?,Susan Ross
Who said the quote: '(spotting an inconsistency) Wait a minute. I thought that Art wanted to give up the exporting.'?,Susan Ross
Who said the quote: 'The importing.'?,Susan Ross
"Who said the quote: 'So, what does he uh, import?'?",Susan Ross
Who said the quote: 'Oh. What kinda chips?'?,Susan Ross
Who said the quote: 'Ah.'?,Susan Ross
Who said the quote: 'And what does he export?'?,Susan Ross
Who said the quote: '(fake smile) I'm sorry for bothering you.'?,Susan Ross
"Who said the quote: 'Hi. (pointedly) So, George, what does Art Vandelay import?'?",Susan Ross
"Who said the quote: 'Nervous, Jack?'?",Morty Seinfeld
Who said the quote: 'What for?'?,Jack Klompus
Who said the quote: 'Because I have the votes.'?,Morty Seinfeld
"Who said the quote: 'Nice to see you, Mrs Choate.'?",Morty Seinfeld
Who said the quote: '(a whisper to Morty) I can't believe you got that old bag.'?,Jack Klompus
Who said the quote: 'My son never stole anything. He's a good boy.'?,Morty Seinfeld
"Who said the quote: 'Jerry, what time do we have to be at the the Tonight Show on Thursday.'?",Morty Seinfeld
Who said the quote: 'But it comes on 1130.'?,Morty Seinfeld
Who said the quote: 'How long they been doing this?'?,Morty Seinfeld
"Who said the quote: 'Helen, did you know that they tape this thing in the afternoon?'?",Morty Seinfeld
Who said the quote: 'Where can I buy some ice? Your father likes a lot of ice.'?,Helen Seinfeld
Who said the quote: 'I can do that.'?,Helen Seinfeld
"Who said the quote: 'Yeah, I know. His phlebitis is acting up.'?",Helen Seinfeld
Who said the quote: 'Ok.'?,Helen Seinfeld
"Who said the quote: 'I was out for five minutes before, I couldn't feel my extremities.'?",Frank Costanza
Who said the quote: 'What extremities?'?,Estelle Costanza
"Who said the quote: 'So George, why are you here?'?",Estelle Costanza
Who said the quote: 'What's this.'?,Estelle Costanza
Who said the quote: 'I don't bet.'?,Estelle Costanza
Who said the quote: 'I don't swim.'?,Estelle Costanza
Who said the quote: 'Are you trying to get rid of us?'?,Estelle Costanza
Who said the quote: 'This stuff is awful! I'm not Newman!'?,Newman
Who said the quote: 'All they serve is chicken?'?,Helen Seinfeld
"Who said the quote: 'Wrap it up, we'll take it home.'?",Morty Seinfeld
Who said the quote: 'Hello Seinfelds.'?,Estelle Costanza
Who said the quote: 'Hello.'?,Morty Seinfeld
Who said the quote: 'Hi.'?,Helen Seinfeld
Who said the quote: 'This is your dressing room? They treat you like Toscanini.'?,Frank Costanza
"Who said the quote: 'Oh, Jerry. I don't know how you could do this. I'm so nervous for you.'?",Estelle Costanza
"Who said the quote: 'Well, we just bought a new place down there.'?",Morty Seinfeld
"Who said the quote: 'I know, we were looking at the brochure.'?",Estelle Costanza
Who said the quote: 'What?'?,Morty Seinfeld
"Who said the quote: 'Why, you thinking of moving?'?",Helen Seinfeld
Who said the quote: 'Not really.'?,Frank Costanza
"Who said the quote: 'Because if you are, you shouldn't. There's nothing available in that development.'?",Morty Seinfeld
Who said the quote: 'Are you telling me there's not one condo available in all of Del Boca Vista?'?,Frank Costanza
Who said the quote: 'That's right. They went like hotcakes.'?,Morty Seinfeld
Who said the quote: 'How'd you get yours?'?,Frank Costanza
Who said the quote: 'Got lucky.'?,Morty Seinfeld
Who said the quote: 'Are you trying to keep us out of Del Boca Vista?!'?,Frank Costanza
"Who said the quote: 'Hello Jerry. Well, I may have a solution to our little problem. Elaine, would you excuse us?'?",Newman
Who said the quote: 'I have a private matter to discuss with my fellow tenants. (Opens door) If you don't mind?'?,Newman
"Who said the quote: 'Look, sister, go get yourself a cup of coffee, all right? Beat it! (Pushes Elaine out the door and closes it) All right, now here's the lowdown. From a certain connection, I've been able to locate some black market shower heads. They're all made in the former Yugoslavia, and from what I hear the Serbs are fanatic about their showers.'?",Newman
"Who said the quote: 'Nevertheless, sometime this afternoon, behind the Market Diner, an unmarked van will be waiting. I'm expecting the call at any time. Are you in?'?",Newman
Who said the quote: 'Jerry?'?,Newman
"Who said the quote: 'So, Georgie, we have some big news for you.'?",Estelle Costanza
Who said the quote: 'We're moving to Florida.'?,Estelle Costanza
"Who said the quote: 'Has nothing to do with the weather, it's because of the Seinfelds.'?",Frank Costanza
"Who said the quote: 'They don't want us there, so we're going. We're moving right into Del Boca Vista!'?",Frank Costanza
Who said the quote: 'Absolutely. No one tells Frank Costanza what to do!'?,Frank Costanza
"Who said the quote: 'So, Georgie, are you gonna come to visit us?'?",Estelle Costanza
Who said the quote: '(warmly) Ohhh.'?,Estelle Costanza
Who said the quote: 'I'm sorry Leo's moving back here. I'm not ready to go back to Florida.'?,Morty Seinfeld
"Who said the quote: 'He was getting along so well with that woman, what happened?'?",Helen Seinfeld
Who said the quote: 'Hello?'?,Morty Seinfeld
Who said the quote: 'What do you want?'?,Morty Seinfeld
"Who said the quote: 'You think you could keep us out of Florida? We're moving in lock, stock and barrel. We're gonna be in the pool. We're gonna be in the clubhouse. We're gonna be all over that shuffleboard court! And I dare you to keep me out!'?",Frank Costanza
"Who said the quote: 'I'm sorry, we can't go back to Florida.'?",Morty Seinfeld
"Who said the quote: 'Hello, Jerry? It's your father.'?",Morty Seinfeld
"Who said the quote: 'Listen, is it all right if we move in with you for a little while? Sounds of breaking glass, Jerry dropped his bottle.'?",Morty Seinfeld
Who said the quote: 'What was that?'?,Morty Seinfeld
Who said the quote: 'Because the Costanzas are moving into Del Boca Vista.'?,Morty Seinfeld
"Who said the quote: 'You don't understand, you gotta have a buffer zone.'?",Morty Seinfeld
"Who said the quote: 'You don't think he minds us staying here, do you?'?",Helen Seinfeld
Who said the quote: 'Why would he mind? We're his parents.'?,Morty Seinfeld
Who said the quote: 'Hi Elaine.'?,Helen Seinfeld
Who said the quote: 'No.'?,Helen Seinfeld
Who said the quote: 'What?'?,Helen Seinfeld
Who said the quote: 'Why?'?,Helen Seinfeld
"Who said the quote: 'Just a second, I have to go to the bathroom.'?",Helen Seinfeld
Who said the quote: 'What am I gonna do in the bathroom?'?,Helen Seinfeld
"Who said the quote: 'Elaine, I really--'?",Helen Seinfeld
Who said the quote: 'You want my urine?'?,Helen Seinfeld
Who said the quote: 'I don't know.'?,Helen Seinfeld
"Who said the quote: 'Well, what am I gonna do it in?'?",Helen Seinfeld
Who said the quote: 'Jerry's glasses?'?,Helen Seinfeld
"Who said the quote: 'Oh, I could uh-- Should I use a coffee cup?'?",Helen Seinfeld
Who said the quote: 'Or maybe a juice glass.'?,Helen Seinfeld
Who said the quote: 'This one is kind of scratched.'?,Helen Seinfeld
Who said the quote: 'Howbout A milk glass.'?,Helen Seinfeld
Who said the quote: 'Jerry doesn't wash these very well.'?,Helen Seinfeld
Who said the quote: 'Like Silkwood.'?,Newman
Who said the quote: 'That's right.'?,Newman
Who said the quote: 'We'll pay anything. We've got the (hands a wad of money to Kramer) What about Jerry?'?,Newman
Who said the quote: 'It's nice being back at Leo's Jerry's place was too small.'?,Helen Seinfeld
"Who said the quote: 'First Leo breaks up, then he goes back. What the hell's going on?'?",Morty Seinfeld
Who said the quote: 'Who is it?'?,Morty Seinfeld
Who said the quote: 'Low flow? I don't like the sound of that.'?,Morty Seinfeld
"Who said the quote: 'Jerry, I'll tell ya. The first thing I'm gonna do when I get back to Florida is take a shower.'?",Morty Seinfeld
