Question,Answer
"Who said the quote: 'You know Bobby, it's very very hard to hit two home runs in one game. Even for Paul O'Neill.'?",Cosmo Kramer
"Who said the quote: 'He can do it, Mr. Kramer. I know he can. He'll do it for me.'?",Cosmo Kramer
Who said the quote: 'Come on Come on!'?,Cosmo Kramer
Who said the quote: 'GO! GO!!'?,Cosmo Kramer
Who said the quote: 'An In The Park Home Run!'?,Cosmo Kramer
"Who said the quote: 'All Right! Yeah, well, I guess I'll be on my way (grabs framed card)'?",Cosmo Kramer
Who said the quote: 'Huh?'?,Cosmo Kramer
"Who said the quote: 'Yeah, maybe not technically, but'?",Cosmo Kramer
"Who said the quote: 'Oh, come on. Bobby, Bobby! That's just as good!'?",Cosmo Kramer
"Who said the quote: 'Now, Bobby, Bobby, we had a deal . . . gimme that'?",Cosmo Kramer
Who said the quote: 'I usually like mine with an angioplasty.'?,Jerry Seinfeld
Who said the quote: 'You know something really stinks to high h Holly! What are you doing here?'?,Elaine Benes
Who said the quote: 'What everyone does here. - Cooking pork chops.'?,Jerry Seinfeld
"Who said the quote: 'I'm uh, I'm meeting James here. He's bringing over your jacket.'?",Elaine Benes
Who said the quote: 'I didn't take your napkins.'?,Elaine Benes
Who said the quote: 'Ask Jerry.'?,Elaine Benes
Who said the quote: 'We could argue all night over who took the napkins. The point is in today's modern world it just doesn't seem relevant.'?,Jerry Seinfeld
"Who said the quote: 'No, that's right, I didn't. I take full responsibility for the card not being here. I, uh, . . .'?",George Costanza
"Who said the quote: 'Hi,'?",Cosmo Kramer
"Who said the quote: 'Oh, it's a birthday card.'?",Cosmo Kramer
"Who said the quote: '(to George) Oh, by the way, tomorrow night, Paull O'Neill has to catch a fly ball in his hat.'?",Cosmo Kramer
Who said the quote: 'And you were probably just going to stick it in an envelope.'?,Cosmo Kramer
"Who said the quote: 'Uh, this is,'?",Elaine Benes
"Who said the quote: 'Hey, what happened to my jacket?'?",Jerry Seinfeld
"Who said the quote: 'Uh, sometimes I use the sofa.'?",Jerry Seinfeld
"Who said the quote: 'You wanted to see me, Mr. Steinbrenner?'?",George Costanza
"Who said the quote: 'Oh, no, not just me, the whole organization. Especially Mr. Morgan.'?",George Costanza
"Who said the quote: 'Oh no, Morgan is a good man sir.'?",George Costanza
"Who said the quote: 'Wa, uh, thank you sir, you know I am not quite sure I'm right for it.'?",George Costanza
Who said the quote: 'I know.'?,George Costanza
Who said the quote: 'I know.'?,George Costanza
"Who said the quote: 'That's what I'm afraid of. You know Mr. Steinbrenner, . . .'?",George Costanza
"Who said the quote: '(to Elaine) I can't believe you write for this J.Peterman catalog. (to George) Get this one ""I packed my rod and reel. 30 hours later, lost in the fiord, a welcoming smile. Thank god she spotted the epaulettes on my Norwegian ice-fishing vest"".'?",Jerry Seinfeld
Who said the quote: 'This catalog is all about how to score in a foreign country.'?,George Costanza
Who said the quote: 'Yeah. What do you do all day?'?,Elaine Benes
Who said the quote: 'Not that much.'?,George Costanza
Who said the quote: 'uh-uh.'?,Elaine Benes
Who said the quote: 'I thought that new promotion was supposed to be a lot more work.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, when the season starts. Right now, I sit around pretending that I'm busy.'?",George Costanza
Who said the quote: 'How do you pull that off?'?,Jerry Seinfeld
"Who said the quote: 'I always look annoyed. Yeah, when you look annoyed all the time, people think that you're busy. Think about it... (acts annoyed for 3 seconds).'?",George Costanza
"Who said the quote: 'Yeah, you do! He looks very busy!'?",Elaine Benes
"Who said the quote: 'Yeah, he looks busy! Yeah!'?",Jerry Seinfeld
Who said the quote: 'I know what I'm doin'. In fact Mr. Wilhelm gave me one of those little stress dolls. All right. (gets up) Back to work. (acts annoyed and leaves)'?,George Costanza
Who said the quote: '(laughs)'?,Elaine Benes
Who said the quote: 'So did you come up with a little stupid story for the Himalayan walking shoe yet?'?,Jerry Seinfeld
"Who said the quote: 'No. I'm completely blocked! In fact, I'm gonna work on it tonight. Oh. Oh no! Oh, I can't! I got that marathon runner coming in tonight.'?",Elaine Benes
Who said the quote: 'What marathon runner?'?,Jerry Seinfeld
"Who said the quote: 'You know, this guy Jean-Paul, Jean-Paul... I met him when I was working at Pendant, editing a book on running...'?",Elaine Benes
"Who said the quote: 'Oh, wait! Jean-Paul, Jean-Paul! Isn't he the guy who overslept at the Olympics 4 years ago and missed the marathon?!'?",Jerry Seinfeld
"Who said the quote: 'Yeah, that's him.'?",Elaine Benes
"Who said the quote: 'He's from uh...Trinidad and Tobago, right?'?",Jerry Seinfeld
"Who said the quote: 'Yeah, he's Trinidadian and...Tobagan. (laughs)'?",Elaine Benes
Who said the quote: 'How do you oversleep at the Olympics...?'?,Jerry Seinfeld
"Who said the quote: 'Ah, I know. I know...!'?",Elaine Benes
"Who said the quote: 'I mean, it's like the biggest event of your life! You'd think you'd have, like, 6 alarm clocks, payin'-off little kids in the village to come banging on your door...'?",Jerry Seinfeld
"Who said the quote: 'Yeah, well, he was pretty devastated. This is his first race in 3 years.'?",Elaine Benes
Who said the quote: 'Ah...that's a big responsability on your hands.'?,Jerry Seinfeld
Who said the quote: 'What responsibility? I don't have any responsibility.'?,Elaine Benes
Who said the quote: 'You gotta wake him up!'?,Jerry Seinfeld
Who said the quote: 'Eh...he'll get up...'?,Elaine Benes
"Who said the quote: 'Hi, Judy.'?",Elaine Benes
Who said the quote: 'Fine. (laughs)'?,Elaine Benes
Who said the quote: 'I've seen her in your building.'?,Jerry Seinfeld
Who said the quote: 'Yeah.'?,Elaine Benes
Who said the quote: 'I didn't know she was married.'?,Jerry Seinfeld
Who said the quote: '(whispering) She's not... and the guy just took off. (makes a sad face) Don't say anything to anybody.'?,Elaine Benes
Who said the quote: 'Whom I gonna tell?'?,Jerry Seinfeld
"Who said the quote: 'I know, it's just something you have to say...'?",Elaine Benes
Who said the quote: 'He overslept and missed the whole race. Isn't that amazing?'?,Jerry Seinfeld
Who said the quote: 'I'll tell you what happened. I bet he got the AM/PM mixed-up.'?,George Costanza
Who said the quote: 'My money's on the snooze. I bet he hit the snooze for an extra 5 and it never came back on. (Kramer enters with a bucket and starts filling it with water on the sink) Imagine your whole life riding on an alarm clock.'?,Jerry Seinfeld
Who said the quote: 'Alarm clocks? I never use 'em. Don't trust 'em.'?,Cosmo Kramer
Who said the quote: 'What do you do?'?,Jerry Seinfeld
"Who said the quote: 'I have a uh...mental alarm. I set my head for... quarter to seven and... (makes sound with the lips - ""pop!"") ...I get up!'?",Cosmo Kramer
Who said the quote: 'Always works?'?,Jerry Seinfeld
"Who said the quote: 'It never fails. See, it's based on your body clock. See, your body has an internal mechanism. It knows what time it is.'?",Cosmo Kramer
Who said the quote: 'uh-uh. What's with the bucket?'?,George Costanza
"Who said the quote: 'Lomez, he sold me his hot tub.'?",Cosmo Kramer
Who said the quote: 'Hot tub?'?,Jerry Seinfeld
"Who said the quote: 'Yeah yeah, it's in my living room. I just gotta fill it. (points to bucket)'?",Cosmo Kramer
Who said the quote: 'You put a hot tub... in your living room?'?,George Costanza
"Who said the quote: 'Oh, it's a beauty! It's got these high-volume aqua-sage jets oscillating and pulsating, soothing your every aching muscle. The water's gonna get over 120 degrees! (happy)'?",Cosmo Kramer
Who said the quote: 'Is that tolerable?'?,George Costanza
Who said the quote: 'Oh...it's tolerable...! (happy)'?,Cosmo Kramer
Who said the quote: 'Isn't that the same temperature the coffee that scalded you?'?,Jerry Seinfeld
"Who said the quote: 'Oh, I think it's a little cooler than that... (smiles and leaves)'?",Cosmo Kramer
Who said the quote: 'He uh...doesn't have any running water?'?,George Costanza
Who said the quote: 'I don't ask those kind of questions anymore.'?,Jerry Seinfeld
"Who said the quote: 'Jerry. Jerry, this is Jean-Paul.'?",Elaine Benes
"Who said the quote: 'Ah, hi Jean-Paul. Nice to meet you.'?",Jerry Seinfeld
Who said the quote: 'Sorry about the Olympics.'?,Jerry Seinfeld
"Who said the quote: 'Listen, listen I'm gonna go call work to see if I can get my deadline extended. I can't...come up with anything for this thing.'?",Elaine Benes
Who said the quote: 'Ah...catalog writer's block?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, that's funny. (annoyed)'?",Elaine Benes
"Who said the quote: '(pause) So what happened? The snooze alarm, wasn't it?'?",Jerry Seinfeld
Who said the quote: 'AM/PM.'?,Jerry Seinfeld
Who said the quote: 'Ah...the volume.'?,Jerry Seinfeld
"Who said the quote: 'Ah, separate knob.'?",Jerry Seinfeld
Who said the quote: 'Some people like to have the radio alarm a little louder than the radio.'?,Jerry Seinfeld
"Who said the quote: 'Don't worry, it's not gonna happen again. Not if I have anything to say about it.'?",Jerry Seinfeld
"Who said the quote: 'Elaine, what's the alarm clock situation in your house?'?",Jerry Seinfeld
Who said the quote: 'Jerry...'?,Elaine Benes
Who said the quote: 'It's a simple question...'?,Jerry Seinfeld
"Who said the quote: 'I've got an alarm, ok?'?",Elaine Benes
Who said the quote: 'That old one? Didn't I once miss a flight to Cleveland because of that alarm clock?'?,Jerry Seinfeld
Who said the quote: 'It works.'?,Elaine Benes
Who said the quote: 'Elaine...'?,Jerry Seinfeld
Who said the quote: 'It... works!'?,Elaine Benes
Who said the quote: 'Eh...come oooon...(starts stabbing the paper with the pen. Mr. Wilhelm comes in)'?,George Costanza
Who said the quote: 'Well...I've got a lot to do!'?,George Costanza
Who said the quote: 'Hey. Sorry I'm late.'?,Elaine Benes
Who said the quote: 'You're 40 minutes late. What happened?'?,Jerry Seinfeld
Who said the quote: 'I got held up. Do you mind if I heat this muffin up?'?,Elaine Benes
Who said the quote: 'No.'?,Jerry Seinfeld
Who said the quote: 'What? (Elaine puts her muffin in the microwave and sets the timer) What is the problem?'?,Elaine Benes
"Who said the quote: 'Well, you said you were gonna be here at a certain time, and you weren't.'?",Jerry Seinfeld
Who said the quote: 'uh-uh. uh-uh. And this all means uh...what?'?,Elaine Benes
"Who said the quote: 'Well, means that a man has come from very far away to compete in a very difficult race, he's put his faith in you, and frankly, I'm a little concerned!'?",Jerry Seinfeld
Who said the quote: 'Oh are you?!'?,Elaine Benes
Who said the quote: 'Yes I am.'?,Jerry Seinfeld
"Who said the quote: 'Hey, I'm not running in the marathon! He is!'?",Elaine Benes
"Who said the quote: 'Yeah, I know that!'?",Jerry Seinfeld
"Who said the quote: 'Yeah, I got enough to think about just tryin' to come up with some load o'crap for that Himalayan walking shoe! I mean, I've given him a place to stay, I'll set an alarm, but I'm not gonna turn my life completely upside down for this guy!'?",Elaine Benes
Who said the quote: 'I'm not talking about upside down. (Jean-Paul and Kramer come in) I'm talking about waking him up!'?,Jerry Seinfeld
"Who said the quote: 'Hey, Jean-Paul.'?",Elaine Benes
"Who said the quote: 'Hey, Jean-Paul. How was your soak? Was a good soak?'?",Jerry Seinfeld
Who said the quote: '(smelling) What's burning?'?,Cosmo Kramer
"Who said the quote: 'Oh! (rushing to the microwave) My muffin! (opens microwave door) Oh, shoot! (slams it)'?",Elaine Benes
Who said the quote: 'What happened?'?,Jerry Seinfeld
Who said the quote: 'Oh I don't know. I set this thing for 20 seconds.'?,Elaine Benes
Who said the quote: 'This was set for 2 minutes. See?'?,Cosmo Kramer
Who said the quote: '(pointing at Jerry) Don't say anything! Don't..say..anything!'?,Elaine Benes
"Who said the quote: '(leaning against the refrigerator) Jean-Paul, it's not my microwave, ok? Ok? All right, listen, let's just go. Come on, Jean-Paul, let's go. Let's go.'?",Elaine Benes
"Who said the quote: '(to Jerry) All right. We'll see you at the race, ok?'?",Elaine Benes
Who said the quote: 'Yeah. I hope so ?!'?,Jerry Seinfeld
Who said the quote: 'Oh that's cute! (closes door and exits with Jean-Paul)'?,Elaine Benes
"Who said the quote: 'Kramer, I'm tellin' you, Elaine doesn't know whatta hell she's doin'! I gotta take over this whole operation!'?",Jerry Seinfeld
"Who said the quote: 'Jerry, look how tense you are... You need to take a soak.'?",Cosmo Kramer
Who said the quote: 'I'm not taking a soak in that human bacteria frat you got goin' there.'?,Jerry Seinfeld
"Who said the quote: 'Come on, I'm tellin' you, it's great. I opened up all the windows... the air is cold, the tub is boiling hot... It's like Sweden, man. Sweeeeden!'?",Cosmo Kramer
Who said the quote: '(relaxing) ...oooohhh yeeaaah... aaahhh... (he is really enjoying this)'?,Cosmo Kramer
"Who said the quote: '(smiling) Well, we're certainly glad that you could make it.'?",George Costanza
"Who said the quote: 'Oh yes, Mr.Wilhelm, yeah...'?",George Costanza
"Who said the quote: 'Oh yeah, al-almost. Almost.'?",George Costanza
"Who said the quote: 'Well...maybe not as much as this bastard... (points at Zeke, they all laugh) I can hold my own! (they all continue laughing and drinking)'?",George Costanza
"Who said the quote: 'Jean-Paul, I asked you down here this morning because I'm concerned. Concerned that tomorrow is perhaps the biggest race of your entire career. And the person with whom you have chosen to stay... is uh...'?",Jerry Seinfeld
"Who said the quote: 'I'm saying ""get the hell outta there""! Let me put you in a hotel. You'll be comfortable, you'll be near the starting line, and most importantly... you'll have a wake-up call, Jean-Paul! A wake-up call!'?",Jerry Seinfeld
"Who said the quote: 'These people never fail. They sit in a room with a big clock all night long, just waitin' to make that call! (George comes in)'?",Jerry Seinfeld
"Who said the quote: 'Hey, you bastards.'?",George Costanza
"Who said the quote: 'Hey, how was the meeting?'?",Jerry Seinfeld
Who said the quote: 'I really like those sons of bitches.'?,George Costanza
Who said the quote: 'Sons of bitches?'?,Jerry Seinfeld
"Who said the quote: 'Yeah! That's how they talk. You know, everyone's either a bastard or a son of a bitch. Yeah, it's like uh...""boy, that son of a bitch Box can really hit, uh?!"" (laughs)'?",George Costanza
